Date : 8/30/2019	Time : 19:01:18	
C:\UVWINLAB\DNA61U1.SP	
22.20	0.6438
22.00	0.6430
21.80	0.6418
21.60	0.6409
21.40	0.6395
21.20	0.6387
21.00	0.6376
20.80	0.6368
20.60	0.6356
20.40	0.6348
20.20	0.6336
20.00	0.6327
19.80	0.6320
19.60	0.6309
19.40	0.6303
19.20	0.6295
19.00	0.6287
18.80	0.6277
18.60	0.6267
18.40	0.6258
18.20	0.6251
18.00	0.6244
17.80	0.6234
17.60	0.6228
17.40	0.6219
17.20	0.6213
17.00	0.6208
16.80	0.6201
16.60	0.6192
16.40	0.6185
16.20	0.6181
16.00	0.6184
